Station,Year ,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Wanaka Aero Aws,2022,19.1,16.9,16.9,11.9,9.1,5.3,3.8,7,8.8,10.9,14.4,16.7
