Station,Start Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Wanaka Aero Aws,2022,13.8,104.6,12.4,35.8,38,116.4,106.6,123.8,20.2,38.2,74.8,47.6
