Station,Start Year,End Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Makarora Station,1990,2005,190.71,129.51,191.48,163.89,199.11,241.45,170.84,240.00,237.39,240.54,200.38,228.16
