Year,Uni,Fertiliser,Sheep,Pigs,Beef cattle,Dairy cattle,Deer,Total (tCO2e)
2002,tCO2e," 2,465.32 "," 48,984.06 ", 1.91 ," 30,068.04 "," 30,305.88 "," 25,603.23 "," 137,428.44 "
