Station,Start Year,End Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Wanaka Aero Aws,2000,2013,58.66,38.85,35.57,30.14,59.09,65.69,32.67,41.69,53.67,47.51,37.97,57.09
