Station,Start Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Makarora Station,2022,9.2,343.7,20.2,161.8,187.2,341.9,344.7,420.7,435.5,153.2,274.4,120.9
