Station,Start Year,End Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Wanaka Aero Aws,2000,2013,17.04,16.96,14.56,11.02,7.49,4.29,3.71,5.89,8.61,10.42,13.14,15.76
